Description,Institution,Job Category,Job Title,Location,URL
"


You’ll do more than the expected. You’ll do the unexpected. 

We are looking for high performing and enthusiastic Software Engineers to join our Global Commercial Services technology team in American Express, Burgess Hill.
 
These roles will partner closely with our product owners within collaborative scrum teams, in an environment that values interesting technical challenges, using best practice design approaches and prioritises your professional development.
 
Your primary proven software development experience will be using Java Technologies; for example some of JPA and CDI, Spring MVC, Spring Data and Spring Boot and RESTful microservices.
 
Job responsibilities:


Writes clean, tested and monitored scalable code
Works with Product Owners to prioritise features for ongoing sprints
Works with Quality Engineers to ensure automated test scripts are incorporated for new features
Performs all technical aspects of software development for assigned applications, including developing prototypes, writing new code and creating API's
Designs and builds integration components and interfaces in collaboration with Architects and Infrastructure Engineers as necessary
Salary: CompetitiveOpening date for applications: 15/01/2019Closing date for applications: 12/02/2019


Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
Qualifications


Required skills:


Relevant software development experience (minimum Java 7, Java 8 preferable) in a professional environment and/or comparable experience such as:
Demonstrated experience working in a team of Engineers
Hands-on expertise with application design, software development and automated testing
University Degree in computer science, computer science engineering, or related field or equivalent experience
Experience in Agile techniques, preferably some experience with BDD and TDD
Understands the complete vertical platform environment (technical stack)
Exposure to distributed (multi-tiered) systems and relational databases
Good collaboration and communication skills across all cultures and band levels, and enthusiastic about keeping up to date with new technologies

Some of the following experience would also be desirable:


Knowledge of Spring including MVC, AOP, Spring Boot, REST, XML, Microservice architecture, Cucumber, JPA, JUnit, Mocking, JSP, Oracle DB SQL
Experience with Functional Programming practices
Front end web development skills such as HTML5, Javascript, AJAX, JQuery, CSS
Cloud experience, for example Docker, OpenShift, Unix and service discovery tools
Experience with performance and monitoring tools e.g. Splunk and App Dynamics
Experience developing RESTful API’s and micro services
Knowledge of automated build / continuous delivery, experience of Maven, Jenkins, Groovy and other JVM languages a plus
Current knowledge of payments industry, financial services or FinTech


Why American Express?

Talk to our people and you’ll find out what we’re really all about. Open, creative, risk-taking, collaborative and innovative are just some of the expressions you’ll hear. It’s our culture that makes American Express an outstanding place to work, and a big part of why we regularly win best workplace awards all over the world including recognition amongst the World’s Best Multinational Workplaces by Great Place to Work and Glassdoor’s 2017 Best Places to Work. If you’re ready to take on a challenge and make an impact, you owe it to yourself to launch or grow your career here.

A competitive benefits offering designed to support our employees’ total health and wellbeing, including: 


Health care scheme
Defined contribution pension plan
Dental scheme
Virtual GP
Life assurance
Income protection
Core holiday allowance with opportunity to buy or sell additional days
A range of flexible benefits to choose from designed to suit your lifestyle: healthcare plan options, health assessments, critical illness coverage, cycle to work, season ticket loans
Employee Discount Portal
Back up childcare/adultcare
Onsite facilities include; Fitness classes, Health Checks, Digital Health Kiosk, Physiotherapy, Healthy Living Nurse, Wellness Studio,  Costa Coffee and subsidised staff restaurant



To complete your application please click on the links below. However, if you require any assistance with the completion of this process – or need any reasonable adjustments to be made – then please contact the Recruitment Team on recruitment.support.uk@aexp.com or 00800 83 000038 (for Russia based candidates 810 800 83 000038).

ReqID: 19000837Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 16, 2019, 4:23:00 AM",American Express,"
 Digital Commerce
, 
 Technology",Java Engineer - Buyer Initiated Payments,"

Burgess Hill, United Kingdom",https://jobs.americanexpress.com/jobs/19000837?lang=en-us&previousLocale=en-US
"Why American Express?
There’s a difference between having a job and making a difference.
 
American Express has been making a difference in people’s lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards.
 
We’ve also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they’re ready to take on a new career path, we’re right there with them, giving them the guidance and momentum into the best future they envision.
 
Because we believe that the best way to back our customers is to back our people.
 
The powerful backing of American Express.Don’t make a difference without it.Don’t live life without it.
 
Purpose
 
American Express’s mission is to be world’s most respected service brand. Global Servicing Network protects American Express' assets by minimizing credit and fraud losses at best-in-class levels. We utilize outstanding techniques, ensuring compliance with all regulatory requirements, and provide superior service to improve customer and shareholder value. We will accomplish this by having the most talented teams who are supported by best-in-class capabilities and processes.
Position Summary
As a Collections Associate you will be responsible for building relationships with our customers, whose account payments are overdue, assisting them with their situation and solving their problems to reach a positive conclusion for both American Express and our valued clients. This role will involve making outbound or inbound calls to our valued customers. The objective of the call is to gain the customers commitment to making payments on their overdue account and enabling them to spend on the card.
Key Deliverables


Handling inbound and outbound calls from our consumer and small business card members whose accounts are flagged as overdue or delinquent using written and verbal communication.

Risk analysis and review of customer accounts, recommending process improvements where relevant.

Review the risk of accounts to assess whether to permit or stop further spend, compliance with privacy and consumer credit legislation.

Building rapport with the card members and actively listening to the issues that may have arisen.

Negotiation with card members to determine the best course of action and gaining agreement for both short and long term solutions.

Respond to card members enquiries in an appropriate manner, offering personalized service with a ‘can do’ attitude

Ensures maximum recovery on accounts through inbound/ outbound telephone contact in a timely and comprehensive manner to ensure customer satisfaction with Inbound and Outbound calling.
 
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
 
PHGCA
 Qualifications
Bachelor’s degree, associate’s degree and college undergrads may apply

At least 2 years of experience in credit card collections is required.

Ability to work in a fast paced metric driven environment with proficient multitasking and navigation in a windows environment.

Strong interpersonal, communication and listening skills

Excellent negotiation skills
 
There are two ways to apply. They both go through the same process and include an online assessment. It’s up to you which one you choose. You can either apply online now or walk-in to apply at the following address during office hours:
 
American Express Recruitment Center28/F Bonifacio One Technology Tower3030 Rizal Drive corner 31st StreetBonifacio Global City, TaguigPhilippines
Walk In Hours: 9:00am to 5:00pm, Monday – Friday
 ReqID: 19000617Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 11:08:32 PM",American Express,"
 Customer Care
, 
 Operations",Collections Associate,"

Bonifacio Global City, Philippines",https://jobs.americanexpress.com/jobs/19000617?lang=en-us&previousLocale=en-US
"
¿Estás listo para liberar tu potencial?
              En American Express tenemos una misión convertirnos en esenciales para nuestros clientes al proporcionarles productos y servicios diferenciados para ayudarlos a alcanzar sus metas. Esto significa ser más que un vendedor, te convertirás en un asesor de confianza ofreciendo el mejor producto de nuestra gama basado en las necesidades del cliente construyendo con ellos relaciones a largo plazo.
Si tienes gusto por las ventas y contacto con los clientes, entonces esta posición puede ser para ti.
Como Asesor Comercial Elite serás responsable de:
               Realizar la venta directa de tarjetas de crédito y servicio existentes en nuestro portafolio,
               Llevar a cabo una efectiva perfilación de clientes con alto poder adquisitivo.
               Lograr la activación de dichas tarjetas en un periodo máximo de 3 meses a la fecha de venta.
               Lograr una facturación por tarjeta de acuerdo a lo establecido por el canal.
               Seguimiento post-venta.
               Trabajo 70% Campo 30 % Oficina 
               Trabajo 90% punto de venta en Aeropuerto y 10% Oficina.
 
La experiencia es importante pero tener una mente abierta también lo es, si eres hábil para construir relaciones personales, negociar con todo tipo de clientes , comunicarte de manera efectiva y trabajar en un ambiente dinámico lleno de cambios y retos entonces ya estás listo para arrancar tu carrera dentro de American Express.
Qualifications

Requisitos:
               Gusto por las ventas directas y contacto con los clientes
               Pasión por ofrecer un servicio de excelencia
               Excelente seguimiento postventa
               Extraordinaria habilidad de comunicación
               Orientado a resultados.
               Enfoque al cliente 
               Habilidad para desarrollar relaciones interpersonales a largo plazo y crear una red de negocios.
               Adaptabilidad
               Disponibilidad de tiempo completo.
Compensación:
               Sueldo base mensual $6000
               Bono de contratación mensual por curva de aprendizaje $8000
               Atractivo esquema de comisiones (hasta $120,000 mensuales)
Prestaciones superiores a las de la ley.
               Contrato directo con American Express. NO OUTSOURCING
               Capacitación pagada.
               Prestaciones de ley 
               Seguro de gastos médicos mayores para ti y tu familia     
               Seguro Dental
               Vales de despensa y restaurante 9% de tu sueldo
               Seguro de vida
               Fondo de ahorro
               Plan de pensiones.
               Reembolso de medicamentos
               50% de prima vacacional
               25 días de aguinaldo.
 
¿Estás listo para comenzar tu carrera en una de las mejores empresas de México?
¡Aplica ya! 


 ReqID: 19000883Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 4:31:37 PM",American Express,"
 Customer Care
, 
 Operations",EJECUTIVO DE VENTA,"

Tijuana, Mexico",https://jobs.americanexpress.com/jobs/19000883?lang=en-us&previousLocale=en-US
"  
¿Estás listo para liberar tu potencial?
              En
American Express tenemos una misión convertirnos en esenciales para nuestros
clientes al proporcionarles productos y servicios diferenciados para ayudarlos
a alcanzar sus metas. Esto significa ser más
que un vendedor, te convertirás en un asesor de confianza ofreciendo el mejor
producto de nuestra gama basado en las necesidades del cliente construyendo con
ellos relaciones a largo plazo.

Si tienes gusto por las ventas y contacto con los clientes, entonces esta
posición puede ser para ti.
Como Asesor Comercial Elite serás responsable
de:
              
Realizar la venta directa de tarjetas de crédito y servicio existentes en
nuestro portafolio,
              
Llevar a cabo una efectiva perfilación de clientes con alto poder adquisitivo.
              
Lograr la activación de dichas tarjetas en un periodo máximo de 3 meses a la
fecha de venta.
              
Lograr una facturación por tarjeta de acuerdo a lo establecido por el canal.
              
Seguimiento post-venta.
              
Trabajo 70% Campo 30 % Oficina 
              
Trabajo 90% punto de venta en Aeropuerto y 10% Oficina.
 
La experiencia es importante pero tener una
mente abierta también lo es, si eres hábil para construir relaciones personales,
negociar con todo tipo de clientes , comunicarte de manera efectiva y trabajar
en un ambiente dinámico lleno de cambios y retos entonces ya estás listo para
arrancar tu carrera dentro de American Express.
Requisitos:
              
Gusto por las ventas directas y contacto con los clientes
              
Pasión por ofrecer un servicio de excelencia
              
Excelente seguimiento postventa
              
Extraordinaria habilidad de comunicación
              
Orientado a resultados.
              
Enfoque al cliente 
              
Habilidad para desarrollar relaciones interpersonales a largo plazo y crear una
red de negocios.
              
Adaptabilidad
              
Disponibilidad de tiempo completo.
Qualifications
Compensación:
              
Sueldo base mensual $6000
              
Bono de contratación mensual por curva de aprendizaje $8000
              
Atractivo esquema de comisiones (hasta $120,000 mensuales)
Prestaciones
superiores a las de la ley.
              
Contrato directo con American Express. NO OUTSOURCING
              
Capacitación pagada.
              
Prestaciones de ley 
              
Seguro de gastos médicos mayores para ti y tu familia     
              
Seguro Dental
              
Vales de despensa y restaurante 9% de tu sueldo
              
Seguro de vida
              
Fondo de ahorro
              
Plan de pensiones.
              
Reembolso de medicamentos
              
50% de prima vacacional
              
25 días de aguinaldo.
 
¿Estás listo para comenzar tu carrera en una de
las mejores empresas de México?

¡Aplica ya! 

 ReqID: 19000881Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 4:32:16 PM",American Express,"
 Customer Care
, 
 Operations",EJECUTIVO DE VENTA,"

Guadalajara, Mexico",https://jobs.americanexpress.com/jobs/19000881?lang=en-us&previousLocale=en-US
"Full Stack Big Data Engineer
 
American Express is on an exciting transformation journey driven by an energetic new team of high-performers. This group is nimble and creative with the power to shape our technology and product roadmap. If you have the talent and desire to deliver innovative data driven payment products using Java and API techniques to join our transformation team!
 
You will be part of a fast-paced, entrepreneurial team responsible for delivering world class Omnichannel cardmember experiences and personal integration through java services and data driven solution on Big Data stack and APIs. You will be challenged with identifying innovative and transformative ideas and proof of concept to deliver against the existing and future needs of our customers.
They must have strong experience using Big Data stack of technologies , services and API techniques / frameworks to enable digital servicing across channels. They must have a proven ability to drive business results with their service concepts. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Key Responsibilities:
 
Work with stakeholders throughout the organization to build capabilities to enable
digital footprint to drive business solutions.
Augment data driven model outputs and render as service components to drive hyper personalization and new data driven product development.
Perform technical aspects of software development for assigned applications including design, developing prototypes, automated testing, and hands- on coding assignments of various technologies.
Function as a strong team contributor on an agile team by contributing to software builds through consistent development practices (tools, common components, and documentation).
Strong OpenSource concepts and enable and adapt.
Perform code reviews and automated testing, build and adapt CICD.
Debug software components and identify code defects for remediation
Automate deployments in test or production environments.
Automatically scale applications based on demand projections Leadership.
Demonstrate increased self-reliance to achieve team goals.
Influence innovative changes and improvements by challenging status quo and demonstrating risk taking.QualificationsEducation and Qualifications:

2 to 5 years of software development experience in a professional environment such as:
Wide breath of engineering experience, Full Stack from business functional tier to back end processing.
Enable OpenSource culture and advancement of it.
Hands-on expertise with application design, software development, and automated testing.
Experience with distributed (multi-tiered) systems, columnar DBs, in memory DBs, and traditional relational databases.
Extensive experience in developing Big Data based solutions using HIVE / SPARK
Exposure to in memory DBs like MemSQL, ElasticSearch is a plus
Experience using streaming queue technologies like Kafka
Exposure in Web engineering solutions using SPRINGBOOT , MVC framework is a plus
Hands on experience in Java and J2EE engineering coding and deployment.
Exposure to MicroServices is a plus
Experience developing Python based code is a plus.
Experience working on Cloud stack (AWS or GOOGLE or native cloud platform) is a plus
Experience building service components to integrate with Digital platform
Exposure to Mobile Development is a plus.
Great attitude and approach towards innovation and transformation in product delivery.
Exposure and up to date with industry reference of tech trend and solutions.
Bachelor’s Degree in computer science, computer science engineering, or related experience required.
 
Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for these positions.
 
Why American Express?
There’s a difference between having a job and making a difference.
 
American Express has been making a difference in people’s lives for over 160 years,
backing them in moments big and small, granting access, tools, and resources to take
on their biggest challenges and reap the greatest rewards.
We’ve also made a difference in the lives of our people, providing a culture of learning
and collaboration, and helping them with what they need to succeed and thrive. We
have their backs as they grow their skills, conquer new challenges, or even take time to
spend with their family or community. And when they’re ready to take on a new career
path, we’re right there with them, giving them the guidance and momentum into the
best future they envision.
Because we believe that the best way to back our customers is to back our people
The powerful backing of American Express.
Don’t make a difference without it.
Don’t live life without it.ReqID: 18020330Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 10:04:04 AM",American Express,"
 Digital Commerce
, 
 Technology",Engineer - Big Data,"

Phoenix, Arizona",https://jobs.americanexpress.com/jobs/18020330?lang=en-us&previousLocale=en-US
"

Fondé en 1850, American Express Company est un acteur majeur du voyage d'affaires et premier émetteur de cartes non bancaires. American Express est un groupe international présent dans le voyage et les services financiers au travers de 5 grandes activités : Cartes pour particuliers et petites entreprises, Cartes et solutions pour grandes entreprises, Réseau de commerçants, Change et Voyages d'Affaires (sous forme de JV). Classée 23ème marque internationale (et 1ère marque financière) reconnue pour sa valeur et sa notoriété au classement Interbrand, American Express compte 53 500 collaborateurs à travers le monde dont 700 à la carte en France. 

Avec plus de 20 langues parlées et une dizaine de nationalités différentes dans ses effectifs, la marque est dotée d’une véritable culture de la Diversité avec une direction dédiée. La mission Diversité d’American Express a entre autres pour vocation de faciliter l’intégration professionnelle de personnes en situation de handicap et se tient à la disposition des candidats pour évoquer avec eux leurs éventuels besoins d’accompagnement.
 
En collaboration directe avec le Manager Digital Acquisition, vous serez en charge de la mise en place des campagnes de Lead Generation et de Lead Nurturing pour acquérir de nouveaux porteurs de cartes American Express via des leviers digitaux à la performance et des mécaniques de capture de leads dans un environnement multicanal nécessitant la gestion des agences digitales et media, et la coordination d'équipes centrales transverses.

Lead Generation : Conception, planification et réalisation de campagnes digitales de Lead Generation via des leviers à la performance (display, programmatique, affiliation, co-registration, emailing, jeux concours, partenariats, évènements, ventes privées…)

Lead Nurturing : Conception et mise en place de mécaniques de Lead Nurturing via un outil de marketing automation  

Pilotage : Définition et suivi des KPI, maîtrise du coût d’acquisition client et des coûts marketing, mesure et optimisation de la performance des campagnes digitales en vous appuyant sur les outils d’analytics et en relation avec l’équipe Data et web analytics.

Reporting : Tracking des campagnes et mise en place des rapports de résultats de campagnes

Budget : Gestion et optimisation budgétaire

Benchmark : Veille des tendances du marché et des initiatives concurrentielles d’acquisition dans une optique permanente d’innovation et de différentiation.
 
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
Qualifications


Required skills : 

Connaissance/bonne capacité à intégrer les procédures & outils
Qualités relationnelles fortes : facilité à travailler avec de nombreux intervenants externes ou internes, en France et à l’étranger
Maîtrise du Pack Office (Word, Excel, Powerpoint) et aisance avec les outils d’analyse
Méthodique/organisé/structuré/culture du résultat & analyse
Créativité marketing et sens commercial
BAC +5, Ecole de Commerce ou Master ou cycles universitaires avec une spécialisation en Marketing digital
Goût prononcé pour le marketing, la gestion de projets et le digital.
Expérience dans la gestion de campagnes digitales à la performance en agence ou chez l'annonceur de préférence dans les secteurs de Services Financiers, VPC ou ecommerce.
Anglais courant obligatoire.




Why American Express?
There’s a difference between having a job and making a difference.
 
American Express has been making a difference in people’s lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards.
 
We’ve also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they’re ready to take on a new career path, we’re right there with them, giving them the guidance and momentum into the best future they envision.
 
Because we believe that the best way to back our customers is to back our people.
 
The powerful backing of American Express.
Don’t make a difference without it.
Don’t live life without it.

ReqID: 18017788Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 9:39:47 AM",American Express,"
 Digital Commerce
, 
 Marketing",Expert(e)– Digital Acquisition - Performance H/F,"

PARIS, France",https://jobs.americanexpress.com/jobs/18017788?lang=en-us&previousLocale=en-US
"At American Express we provide a service of
excellence, our customers are our most valuable asset and our teams are the key
to achieving this great goal. For over 160 years we continue to grow,
proactively responding to the needs and expectations of our customers.
 
 
Why American Express?
There’s a difference between having a
job and making a difference.
 
American Express has been making a
difference in people’s lives for over 160 years,
backing them in moments big and small,
granting access, tools, and resources to take
on their biggest challenges and reap
the greatest rewards.
 
We’ve also made a difference in the
lives of our people, providing a culture of learning
and collaboration, and helping them
with what they need to succeed and thrive. We
have their backs as they grow their
skills, conquer new challenges, or even take time to
spend with their family or community.
And when they’re ready to take on a new career
path, we’re right there with them,
giving them the guidance and momentum into the
best future they envision.
 
Because we believe that the best way
to back our customers is to back our people.
 
We seek creative and innovative people, who
are willing to join us in the challenges of the business and are committed to
providing superior service. In this
opportunity the company is looking for a Director-Marketing LAC to perform in
the Global Merchant & Network Services business unit of American Express.
 
The Director,
Marketing – LAC will take the lead in partner facing local marketing activity
for Global Network Services (GNS) in Latin America and the Caribbean. GNS operates
in all regions globally to drive scale and relevance for the American Express
Brand. The successful candidate will lead a team of 10 colleagues to deliver
best in class issuer and acquirer marketing with our Bank Partners.
 
Main Responsibilities:
Marketing lead to bank
partners, both issuing and acquiring, as it relates to key activities (e.g. new
product development, product refreshes, local benefit activation, perception of
coverage, etc.).Manage diverse and very complex
set of markets and partners, driving prioritization of key growth levers with
existing partners and supporting negotiations with potential partners, working
closely with the Business Development teams.Work with Global Marketing
Centers of Excellence to ensure global approach is replicated across marketing
in the region.Where appropriate, develop and
implement local assets and capabilities that comply with guidelines provided by
the Global Product and Benefits team.Ensure marketing campaigns
align with company’s strategic objectives and are informed by research,
analytics and metrics.Develop deep understanding of
competitive landscape in the region.Lead and develop a team of 10
with 5 direct reports, spread across markets in the region.
 
The powerful backing of American
Express.
Don’t make a difference without it.
Don’t
live life without it.
 
QualificationsQualifications
Required:
First class relationship skills
to interact at all levels across partner organizations (to C-Level) and within
Amex.Fluent in English; ability to
speak Portuguese a plus.Circa 50% Travel required.Strong innovative marketer who
can translate marketing ideas into clear marketing tactics / actions.Previous leadership managing
teams of 5+, preferably across multiple markets, with a thoughtful and
deliberate approach to managing team members at a distance and a strong track
record of developing talent. Strong influencing skills, interpersonal
skills and relationship management skills.Previous knowledge of external,
local knowledge and competitive landscape in these markets / similar regions is
a plus.Uses understanding of cultural
differences to influence actions and decisions.Highly resilient, with an
ability to drive results in challenging business environment whilst thriving on
change and creating clarity.Excellent communication skills
and ability to create and deliver persuasive high impact presentations.Strong collaboration skills to
effectively partner with global marketing resources within the team to ensure
global to local transfer and relevant activation of key strategies and
processes.People management experience
and focus on developing talent.Passionate customer focus with
a growth mindset and determination to succeed.
 
ReqID: 19000677Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 6:54:49 AM",American Express,"
 Digital Commerce
, 
 Marketing",Director-Marketing Lac,"

Argentina",https://jobs.americanexpress.com/jobs/19000677?lang=en-us&previousLocale=en-US
"This is a Band 28 requisition.Why American Express?There’s a difference between having a job and making a difference.American Express has been making a difference in people’s lives for over 160 years,backing them in moments big and small, granting access, tools, and resources to takeon their biggest challenges and reap the greatest rewards.We’ve also made a difference in the lives of our people, providing a culture of learningand collaboration, and helping them with what they need to succeed and thrive. Wehave their backs as they grow their skills, conquer new challenges, or even take time tospend with their family or community. And when they’re ready to take on a new careerpath, we’re right there with them, giving them the guidance and momentum into thebest future they envision.Because we believe that the best way to back our customers is to back our people.The powerful backing of American Express.Don’t make a difference without it.Don’t live life without it.JOB DESCRIPTION:Key responsibilities include, but are not limited to the following:Ensure maximum recovery on CM accounts through inbound/ outbound telephone contact.Analyze risk on customer accounts, making sound decisions to ensure recovery while maintaining high customer satisfaction levels via VOCM scores.Meet metrics on VOCM, quality, contact rate and collection. Shift 24X7. This role may be subject to additional background verification checks. QualificationsQUALIFICATION:Graduate with 1-3 years of experienceMulti-skilled across card platforms/products is preferable.Should display a penchant for Result Orientation & Personal Accountability. Excellent Interpersonal, Relationship Building, Presentation & Communication Skills (Written & Verbal).Should possess sound Analytical, Decision Making and Problem Solving Skills.Proficiency in MS Office - Excel, PowerPoint and Word preferred.Strong Team Player with high level of integrity.Strong Knowledge of American Express Product, Policies & Procedures. Change Management Ability & self-motivating skills.Demonstrated ability to work effectively within a team environment as well as independently.Language: English ReqID: 19000169Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 5:46:46 AM",American Express,"
 Customer Care
, 
 Risk Management",Commercial Credit Specialist,"

Gurgaon, India",https://jobs.americanexpress.com/jobs/19000169?lang=en-us&previousLocale=en-US
"
Les analystes du service « Credit » sont chargés d’évaluer les capacités de paiement autorisées sur les cartes de nos clients et gèrent les situations d’impayés nécessitant une action de recouvrement. 
 
Conscients que la satisfaction de nos clients est au cœur de leur activité, ils assurent un traitement personnalisé à chaque appel et prennent leurs décisions dans l’intérêt mutuel d’American Express et de nos clients.     
 
Prenez la bonne décision pour nos clients, notre entreprise et votre carrière en rejoignant le service « Credit » d’American Express.
 
Principales Missions :


Traiter les appels entrants et sortants pour des questions liées aux capacités de paiement ou situation d’impayé
Prendre les bonnes décisions sur la capacité de paiement autorisée, basées sur l'évaluation du profil client
Procéder à l'annulation ou la suspension de la carte quand cela est nécessaire
Percevoir les montants dus ou négocier efficacement la régularisation des impayés


Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
Qualifications

Principales Compétences Requises :

expérience réussie au sein d’une plate-forme téléphonique (service clientèle, service recouvrement; etc.)
sens de l'analyse (décisions rapides en accord avec les procédures)
aptitude à travailler en équipe et en toute autonomie
capacité à résoudre des problèmes et prendre des décisions
excellente expression orale et excellente interaction client
excellente expression écrite
expérience en recouvrement souhaitée
maitrise du pack MS Office - Excel, PowerPoint et Word

Pourquoi American Express?
 
Echanger avec nos équipes pour découvrir l’esprit American Express. Vous êtes ouverts, créatifs, collaboratifs, novateurs et aimez prendre des risques, alors n’hésitez pas à postuler. C’est notre culture qui fait d'American Express un endroit exceptionnel où travailler. Nous sommes régulièrement primés pour notre environnement professionnel qui est l’un des meilleurs au monde. Si vous êtes prêt à relever le défi et avoir un réel impact, alors des perspectives de carrière et d’évolution au sein du groupe s’offriront à vous.
 
American Express travaille au quotidien sur la diversité et l'égalité des chances. Ainsi, tous nos emplois sont ouverts aux personnes en situation de handicap.


ReqID: 18019881Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 5:08:40 AM",American Express,"
 Customer Care
, 
 Operations",Service Client -Recouvrement Amiable H/F,"

PARIS, France",https://jobs.americanexpress.com/jobs/18019881?lang=en-us&previousLocale=en-US
"

The 'Know Your Customer' Customer Care Professional will be responsible for engaging with American Express Merchants via all types of written & verbal communication in order to obtain crucial Due Dilligence Documents. 

Know Your Customer is a key initiative for this department and the role requires excellent organisational skills, an ability to analyse and make judgments on customer documents, and a good understanding of the sensitive nature of the information we are capturing. Integrity when dealing with customer data is particularly prevalent in the role and the individual will be required to file and securely store the data for future reference.

This is a Europe-wide initiative which requires interaction with both internal and external partners. A good understanding of a regulated role would also be preferred.

American Express are pleased to offer a
competitive international relocation package. Details and conditions will be
shared on application.
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.
Qualifications

Required skills:


Demonstrate history of good customer service
Excellent Written skills – Email and Letter
Experience in dealing with customers over the phone
Proactive, helpful attitude
Ability to work to daily, weekly and monthly targets and productivity goals
Strong communication skills including excellent written and verbal
A desire to develop with a clear development plan in place
Ability to analyse data
Strong English & German languages skills essential



Why American Express?
There’s a difference between having a job and making a difference.
 
American Express has been making a difference in people’s lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards.
 
We’ve also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they’re ready to take on a new career path, we’re right there with them, giving them the guidance and momentum into the best future they envision.
 
Because we believe that the best way to back our customers is to back our people.
 
The powerful backing of American Express.
Don’t make a difference without it.
Don’t live life without it.
 

To complete your application please click on the links below. However, if you require any assistance with the completion of this process – or need any reasonable adjustments to be made – then please contact the Recruitment Team on recruitment.support.uk@aexp.com or 00800 83 000038 (free phone, subject to individual carrier charges). For Russia based candidates on 810 800 83 000038.










ReqID: 18019221Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 4:39:05 AM",American Express,"
 Customer Care
, 
 Operations",Compliance KYC Analyst - German Speaking,"

Brighton, United Kingdom",https://jobs.americanexpress.com/jobs/18019221?lang=en-us&previousLocale=en-US
"

You’ll do more than the expected. You’ll do the unexpected. 

Responsibilities:


Servicing BTA and Corporate Card company administrators who are the point of contact for our clients.
Responding to phone and email requests to include but not limited to balance updates, invoice/charge details, cancelling cards, changes to company address, re ordering statements and delivering the business Relationship Care ethos throughout every interaction.
Use and management of internal and external online tools Partnership management with third party vendors.
Handling complex issues via calls and emails that require patients, diligence and a Growth Mindset.
Building strong relationships between travel agents, client account managers, senior leadership and clients directly to ensure’s consistency and clarity on data and payment processes.
American Express are pleased to offer a
competitive international relocation package. Details and conditions will be
shared on application.

Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.





Qualifications

Required skills:


Fluent in Danish and English written and spoken
Customer Service experience, face to face or on the phones.
Computer literate to an intermediate level.
Organised, diligent, listening and multitasking.
Passionate about providing excellent customer service.
American Express are pleased to offer a competitive relocation package. Details of this will be shared on application. 

Why American Express?
There’s a difference between having a job and making a difference.
 
American Express has been making a difference in people’s lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards.
 
We’ve also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they’re ready to take on a new career path, we’re right there with them, giving them the guidance and momentum into the best future they envision.
 
Because we believe that the best way to back our customers is to back our people.
 
The powerful backing of American Express.
Don’t make a difference without it.
Don’t live life without it.



To complete your application please click on the links below. However, if you require any assistance with the completion of this process – or need any reasonable adjustments to be made – then please contact the Recruitment Team on recruitment.support.uk@aexp.com or 00800 83 000038 (for Russia based candidates 810 800 83 000038).




ReqID: 18018497Schedule (Full-Time/Part-Time): Full-timeDate Posted: Jan 15, 2019, 4:36:47 AM",American Express,"
 Customer Care
, 
 Operations",Danish Speaking Customer Care Professional,"

Brighton, United Kingdom",https://jobs.americanexpress.com/jobs/18018497?lang=en-us&previousLocale=en-US
